source_,title,address,price,price_per_square_meter,area,rooms,market,buildyng_type,_1st_floor,floors,building_materials,windows,heating,year_of_build,trim_condition,rent,property_type,description,first_desc_title,first_desc,second_desc_title,second_desc,third_desc_title,third_desc,fourth_desc_title,fourth_desc,phone_number
https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-i-balkonem-metro-trocka-ID49Nho,Mieszkanie z garażem i balkonem - Metro Trocka,"Warszawa, Targówek, Złotopolska",2 200 zł,N/A,"58,40 m²",2,N/A,blok,2,4,cegła,N/A,N/A,2015,do zamieszkania,N/A,N/A,"Przestronne mieszkanie na ul. Złotopolskiej 5 w nowym budynku z 2015 roku

Mieszkanie składa się z dużego salonu z aneksem kuchennym, sypialni, łazienki, przedpokoju oraz balkonu.

Świetny punkt komunikacyjny Blisko Park i pętla autobusowa na ul. Trockiej,

Cicha i spokojna okolica.


Do mieszkania przynależy miejsce parkingowe w garażu podziemnym ( koszt 200zł)

koszt 2200 + opłaty licznikowe (woda + energia elektryczna + ogrzewanie)
Kaucja 1-miesięczna


Bez zwierząt!

Mieszkanie już wolne.

Tylko NAJEM OKAZJONALNY

A spacious apartment on ul. Złotopolska 5 in the new building from 2015. The flat consists of a large living room with kitchen annex, bedroom, bathroom, hall and balcony. Great communication point. Near Park, bus terminus on ul. Trotsky, quiet and peaceful surroundings. The apartment includes a parking space in the underground garage (cost PLN 200), the cost of 2200 + meter fees (water + electricity + heating) No animals! Only ONE OCCASIONAL RENTAL",Zabezpieczenia,"teren zamknięty
domofon / wideofon
monitoring / ochrona",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/czynsz-w-cenie-2-pokoje-dobra-komunikacja-ID49p56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-3-pok-2-balkony-ursynow-ID49Nda,Bez prowizji: 3-pok. + 2 balkony | Ursynów,"Warszawa, Ursynów, Pieskowa skała",2 850 zł,N/A,61 m²,3,N/A,apartamentowiec,3,6,N/A,N/A,N/A,N/A,N/A,550 zł,N/A,"We speak English! If you're interested, don't hesitate to contact us.
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest trzypokojowym mieszkaniem, usytuowanym na Ursynowie, przy ul. Pieskowa Skała.
PARAMETRY NIERUCHOMOŚCI
Ma ona powierzchnię 61m2 i składa się z:
- salonu,
- aneksu kuchennego,
- 2 sypialni,
- łazienki z wanną,
- 2 dużych balkonów po przeciwległych stronach mieszkania.",Wyposażenie,"zmywarka
meble
piekarnik
telewizor
pralka",Informacje Dodatkowe,"balkon
piwnica
garaż/miejsce parkingowe
winda",Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-2-pok-garaz-sadyba-ID49N9L,Bez prowizji: 2-pok. + garaż | Sadyba,"Warszawa, Mokotów, Augustówka",2 300 zł,N/A,53 m²,2,N/A,blok,1,4,N/A,N/A,N/A,N/A,N/A,400 zł,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest dwupokojowym mieszkaniem usytuowanym na Mokotowie, przy ul. Augustówka.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"zmywarka
meble
piekarnik
telewizor
pralka",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",Pozostałe,wynajmę również studentom,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bez-prowizji-kawalerka-w-poblizu-ch-klif-wola-ID49N9I,Bez prowizji: Kawalerka w pobliżu Ch Klif | Wola,"Warszawa, Wola, Gibalskiego",1 600 zł,N/A,20 m²,1,N/A,blok,parter,3,N/A,N/A,N/A,N/A,N/A,300 zł,N/A,"We speak English! If you’re interested, don’t hesitate to contact us.
-
#zostańwdomu: oferujemy m.in. możliwość wideoprezentacji mieszkań oraz podpisywanie umów najmu on-line
-
NIE POBIERZEMY od Ciebie PROWIZJI na żadnym z etapów najmu lokalu. Współpraca z nami jest całkowicie bezpłatna.
OPIS
Prezentowany lokal jest jasną kawalerką usytuowaną na Woli, przy ul. Gibalskiego.
PARAMETRY NIERUCHOMOŚCI",Wyposażenie,"meble
piekarnik
telewizor
pralka",Pozostałe,wynajmę również studentom,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-osiedlu-lewandow-ID49N6p,Mieszkanie 2 pokojowe na osiedlu Lewandów,"Warszawa, Białołęka, Sieczna",1 200 zł,N/A,40 m²,2,N/A,blok,1,2,N/A,N/A,miejskie,2012,do zamieszkania,450 zł,N/A,"Oferuję przytulne 2 pokojowe mieszkanie, położone na 1 piętrze w 3 piętrowym bloku z 2012 r. Mieści się na strzeżonym i zamkniętym osiedlu Lewandów przy ul. Siecznej. Lokal o powierzchni 40m2 składa się z salonu z aneksem kuchennym, sypialni, łazienki, korytarza oraz loggi. Jest wyposażony w zabudowę meblową oraz niezbędny sprzęt AGD i RTV (lodówka, zamrażarka, płyta elektryczna, piekarnik, pralka, telewizor).
Najbliższy przystanek (630m) Os. Lewandów II, autobusy: 132, 240, 256 oraz przystanek Okrągła 01, autobusy 120, N11.

Cena wynajmu to 1650 zł łącznie z czynszem administracyjnym, dodatkowo płatne woda i prąd wg zużycia.
Istnieje możliwość wynajęcia miejsca parkingowego na terenie osiedla - 100 zł.
Kaucja wynosi 2000 zł.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,garaż/miejsce parkingowe,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/penthouse-w-sercu-powisla-z-duzym-tarasem-ID49N06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-woli-ID49MYE,Dwupokojowe mieszkanie na Woli,"Warszawa, Wola, Szulborska",1 600 zł,N/A,37 m²,2,N/A,blok,6,8,N/A,N/A,miejskie,1970,do zamieszkania,420 zł,N/A,"Zapraszam do zapoznania się z ofertą. W przypadku jeśli nie spełni ona Państwa oczekiwań, bardzo proszę o wiadomość prywatną z preferencjami, a oddzwonię z gotowym mieszkaniem do wynajęcia. Posiadam bardzo dużo ofert, również takie, których nie ma w internecie.

Do wynajęcia przyjazne zwierzętom, dwupokojowe mieszkanie o powierzchni 37m2

Mieszkanie składa się z:
-Kuchnia
-Łazienka z prysznicem
-2 oddzielne pokoje
-Przedpokój

1600zł(czynsz)+420zł(czynsz administracyjny)+ prąd, gaz(ok. 80zł)


-Mieszkanie w budynku położonym przy ul. Szulborskiej 8
-Dzielnica Śródmieście
-W pobliżu 4 sklepy spożywcze, apteka, restauracja, fryzjer, poczta


-Przystanek tramwajowy w odległości 7 min: 10, 11, 13, 26, 27
-Przystanek autobusowy w odległości 5 min: 105, 197, N42, 154, 155, 167
Najbliższa stacja metra: ""Księcia Janusza"" linia M2- 15 min pieszo lub 3 przystanki


-Wybudowany w 1970 blok mieszkalny
W dobrym stanie technicznym
Z windą


-Możliwość zmiany umeblowania (na koszt właściciela)
-Zwierzęta akceptowane
-Okna na południowy zachód
-Mieszkanie na 6 piętrze


+48 504 464 367
If you are interested in this apartment please call me and I will answer all your questions




Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.",Wyposażenie,"lodówka
piekarnik
kuchenka
pralka",Zabezpieczenia,domofon / wideofon,Media,"telewizja kablowa
internet",Informacje Dodatkowe,winda,N/A
https://www.otodom.pl/pl/oferta/dwa-pokoje-widna-kuchnia-winda-pl-hallera-brechta-ID49MVk,"Dwa pokoje,widna kuchnia. Winda Pl.Hallera-Brechta","Warszawa, Praga-Północ, pl. gen. Józefa Hallera",1 800 zł,N/A,48 m²,2,N/A,kamienica,4,6,cegła,N/A,N/A,1960,N/A,N/A,N/A,"Znakomita oferta wynajmu mieszkania w kamienicy przy Placu Hallera. Przestronne, rozkładowe, dwupokojowe, słoneczne mieszkanie, wysokie na 3 metry. Pomieszczenia niezależne, nieprzechodnie. Dwa spore pokoje, oddzielna widna kuchnia z jadalnią, łazienka z WC oraz przedpokój. Mieszkanie urządzone i umeblowane - gotowe do zamieszkania. CICHO. W budynku jest nowoczesna winda. Doskonała lokalizacja. Do Metra Wileńska M2 8 minut piechotą lub dwa przystanki tramwajem. Solidna bryła budynku, mile i spokojne sąsiedztwo, okolica zieleni - Park Praski i Zoo Warszawskie to dodatkowe walory oferty. Niedawno powstałe na Placu Hallera Tężnie solankowe. Miejsce parkingowe przed budynkiem nielimitowane. Czynsz najmu 1.800 zł. Dodatkowo opłaty za prąd i gaz wg liczników. Kaucja jednomiesięczna.
Agnieszka Wiącek
Pośrednik w obrocie nieruchomościami licencja 19747
tel. 519-341-601
e-mail:",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/ok-hot-sobieski-81-m2-3-pokoje-meble-garaz-ochrona-ID49MSn,"Ok.hot.Sobieski-81 m2,3 pokoje,meble,garaż,ochrona","Warszawa, Ochota, Aleje Jerozolimskie",3 400 zł,N/A,81 m²,3,N/A,apartamentowiec,> 10,14,N/A,plastikowe,miejskie,2000,do zamieszkania,N/A,N/A,"Piękne mieszkanie w doskonałej lokalizacji, 4 przystanki do Dworca Centralnego, przystanek do Dworca Zachodniego. W bliskiej lokalizacji szkoły, przedszkola, żłobki, sklepy, urzędy itp. Praktycznie centrum. 81 m2, 3 pokoje; w opcji; widna kuchnia połączona z salonem otwartym na hol, 2 sypialnie, łazienka, toaleta i balkon ok. 8 m2. Piękny, otwarty widok, nikt w okna nie zagląda do żadnego pokoju. Budynek z garażem podziemnym i ochroną. Mieszkanie w podstawie umeblowane i urządzone. Idealne dla 2 niezależnych osób, lub pary. Cena 3400 ,- plus liczniki plus miejsce parkingowe w garażu podziemnym . Wolne od już. Zapraszam do oglądania. Kontakt 602 668-217
* Niniejsza oferta nie stanowi oferty handlowej w rozumieniu przepisów Kodeksu Cywilnego *
* Oświadczenie
1) Oświadczam, że zapoznałam/em się z treścią klauzuli informacyjnej.
2) Na podstawie art. 6 ust.1 Rozporządzenia o Ochronie Danych Osobowych z dnia 27 kwietnia 2016r. wyrażam zgodę na przetwarzanie moich danych osobowych w celu:
- otrzymywania informacji handlowych drogą elektroniczną
- otrzymywania informacji marketingowych",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A
https://www.otodom.pl/pl/oferta/komfortowy-apartament-102m2-3-sypialnie-ID49aoY,"Komfortowy apartament 102m2, 3 sypialnie","Warszawa, Ochota, Karola Bohdanowicza",4 500 zł,N/A,102 m²,4,N/A,apartamentowiec,3,10,cegła,drewniane,miejskie,2011,N/A,N/A,N/A,":: Krótko: Komfortowy apartament o powierzchni 102m2| 3 sypialnie| duży salon z aneksem kuchennym| balkon 7m2| miejsce postojowe w garażu podziemnym| tuż obok Parku Korotyńskiego.
:: Dla kogo?
Dla rodziny 2+1 lub 2+2.
:: Atuty?
Funkcjonalnie zaprojektowany rozkład wnętrza, duże drewniane okna, bardzo dobra lokalizacja.
:: Czy to jest to czego szukasz?
Mieszkanie usytuowane na 3 piętrze w 10 piętrowym budynku apartamentowym z recepcją, ochroną oraz monitoringiem. Częściowo wyposażone, gotowe do zamieszkania, nie wymagające dodatkowego wkładu finansowego.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/apartament-z-ogrodem-ID49MRL,Apartament z ogrodem,"Warszawa, Wilanów",5 900 zł,N/A,99 m²,3,N/A,N/A,parter,3,inne,plastikowe,gazowe,N/A,N/A,N/A,N/A,"3-pokojowy apartament z tarasem i ogrodem. Apartament znajduję się w cichej bocznej uliczki. 2 sypialnie, salon, w pęłni wyposażona kuchnia, klimatyzacja, łążienka z wanną i prysznicem, domofon, alarm, szafy wnękowe w sypialniach, toaleta gościnna.
Umeblowanie na zdjęciu nie pokazuje stan rzeczywisty.
--------------
A spacious 2 bedroom apartment on the first floor of a Multi-Family-Home with 9 apartments. The property is finished to a high standard: air condition, entry phone, alarmsystem. The apartment comprises a fully equipped kitchen with high-quality kitchen appliances, 2 double bedrooms, a bathroom with shower and whirlpool, guest toilet, wardrobe. The property offers excellent access to the City and is within a short walk to the Wilanowski Park and Palace.",Zabezpieczenia,"system alarmowy
teren zamknięty
domofon / wideofon",Media,"telewizja kablowa
internet",Informacje Dodatkowe,"klimatyzacja
garaż/miejsce parkingowe
ogródek
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-z-ogrodkiem-na-zoliborzu-ID49MPj,Dwupokojowy apartament z ogródkiem na Żoliborzu,"Warszawa, Żoliborz, Sady Żoliborskie, Kaliny Jędrusik",2 800 zł,N/A,48 m²,2,N/A,apartamentowiec,parter,5,N/A,N/A,miejskie,2017,do zamieszkania,N/A,N/A,"Dwupokojowy apartament z ogródkiem na Żoliborzu [NA WYŁĄCZNOŚĆ]
ENGLISH DESCRIPTION BELOW - PLEASE DO NOT HESITATE TO CONTACT US
Hamilton May prezentuje ofertę najmu dwupokojowego apartamentu z ogródkiem na Zielonym Żoliborzu.


→ OPIS NIERUCHOMOŚCI
Apartament o powierzchni 48 m2 składa się z w pełni umeblowanego salonu, oddzielnej kuchni, sypialni z wbudowaną szafą, łazienki z wanną oraz posiada wyjście do własnego dużego ogródka. Do apartamentu przynależy jedno miejsce w garażu podziemnym.",Wyposażenie,"zmywarka
lodówka
meble
kuchenka
pralka",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
ogródek
winda
taras",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/podchorazych-kawalerka-antresola-0-prowizji-ID49MOO,"Podchorążych,kawalerka,antresola,0% Prowizji","Warszawa, Mokotów, Podchorążych",1 300 zł,N/A,17 m²,1,N/A,N/A,parter,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Opis lokalu:
*Umów się na spotkanie w lokalu lub obejrzyj mieszkanie zdalnie podczas VIDEO-rozmowy!
*Do wynajęcia ładne mieszkanie z antresolą w atrakcyjnej lokalizacji - ul. Podchorążych 25.
*500 metrów do Łazienek Królewskich.
Wyposażenie:
*Pokój: pojemna szafa (w niej pralka), komoda, półki na książki, rozkładana sofa, stolik.
*Antresola: duży materac, komoda.
*Kuchnia: szafki, kuchenka gazowa z piekarnikiem elektrycznym, lodówka.
*Łazienka: prysznic, umywalka, WC.
*
*Make an appointment or view the apartment during a VIDEO-conversation!
*A nice apartment with a mezzanine in an attractive location - 25 Podchorążych St.
*500 meters to the Łazienki Królewskie Park.
*Erasmus students are welcome.
Equipment:
*Room: spacious wardrobe (washing machine inside), chest of drawers, bookshelves, fold-out sofa, table.
*Mezzanine: large mattress, chest of drawers.
*Kitchen: cabinets, gas stove with electric oven, fridge.
*Bathroom: shower, washbasin, toilet.
*
*Назначьте встречу на месте или осмотрите квартиру во время ВИДЕО-разговора!
*Сдается красивая квартира с антресолью в привлекательном месте - ул. Podchorążych 25.
*500 метров до Королевского парка Лазенки.
*Идеально подходит для пары или одного.
Оборудование:
*Комната: вместительный шкаф (в нем стиральная машина), комод, книжные полки, раскладывающийся диван, стол.
*Антресоль: большой матрас, комод.
*Кухня: газовая плита с электрической духовкой, холодильник.
*Санузел: душевая кабина, умывальник, туалет.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/bernardynska-7-mokotow-2-pokoje-0-prowizji-ID49MMw,"Bernardyńska 7,Mokotów,2 pokoje,0% Prowizji","Warszawa, Mokotów, Bernardyńska",1 600 zł,N/A,36 m²,2,N/A,N/A,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Opis lokalu:
*Umów się na spotkanie w lokalu lub obejrzyj mieszkanie zdalnie podczas VIDEO-rozmowy!
*Jasne 2-pokojowe mieszkanie na 10 piętrze wieżowca na Mokotowie, piękny widok z okna!
*Bardzo dobry dojazd do centrum szeroką arterią - Czerniakowską.
*Budynek oddalony od głównego szlaku komunikacyjnego zapewnia ciszę oraz spokój.
Wyposażenie:
*Salon i sypialnia: sofa, rozkładane łóżko dwuosobowe, stolik, krzesło, komoda, dwie szafy w zabudowie.
*Aneks kuchenny: kuchenka, lodówka, zmywarka, meble kuchenne.
*Łazienka: wanna, pralka, WC, umywalka.
*
*Make an appointment or view the apartment during a VIDEO-conversation!
*Bright, quiet 2-room apartment on the 10th floor of a skyscraper in Mokotów, beautiful view from the window!
*Very good access to the center.
*Erasmus students are welcome.
Equipment:
*Living room and bedroom: sofa, fold-out double bed, table, chair, chest of drawers, 2 built-in wardrobes.
*Kitchenette: stove, fridge, dishwasher, kitchen furniture.
*Bathroom: bathtub, washing machine, toilet, washbasin.
*
*Назначьте встречу на месте или осмотрите квартиру во время ВИДЕО-разговора!
*Светлая, тихая 2-комнатная квартира на 10 этаже небоскреба, прекрасный вид из окна!
*Очень хороший доступ к центру.
Оборудование:
*Гостиная и спальня: диван, двуспальная раскладная кровать, стол, стул, комод, 2 встроенных шкафа.
*Кухня: плита, холодильник, посудомоечная машина, кухонная мебель.
*Санузел: ванна, стиральная машина, унитаз, умывальник.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-po-remoncie-gwiazdzista-ID49MGi,4-pokojowe mieszkanie po remoncie Gwiaździsta,"Warszawa, Bielany, Gwiaździsta",2 440 zł,N/A,68 m²,4,N/A,blok,> 10,16,N/A,N/A,miejskie,N/A,do zamieszkania,460 zł,N/A,"Jako pierwszy zamieszkaj w odremontowanym mieszkaniu na osiedlu Ruda na granicy Bielan i Żoliborza.
OPIS LOKALU
Mieszkanie składa się z 4 nie przechodnich pokoi, oddzielnej kuchni, łazienki i oddzielnej toalety. Kuchnia w pełni wyposażona: lodówka z zamrażarką, zlew, zmywarka, płyta kuchenna, piekarnik, szafki w zabudowie. W mieszkaniu wymieniono instalacje. Łazienka i toaleta nie były remontowane przeszły tylko wyraźny lifting. W przedpokoju duże, białe szafy w zabudowie. Z salonu jest wyjście na duży wygodny balkon. Ponieważ mieszkanie jest narożne (ostanie mieszkanie na klatce) prowadzi do niego i sąsiedniego mieszkania zamykany na kratę korytarzyk. Jest to idealne miejsce do przechowywania wózka dziecięcego lub rowerów. Do mieszkania przynależy również pomieszczenie piwniczne.
BUDYNEK I OKOLICA
Mieszkanie położone na szczęśliwym 13 piętrze w 16 piętrowym budynku. Roztacza się z niego przyjemny widok na okolicę. Sąsiednie bloki mimo podobnych gabarytów są na tyle oddalone, że nie ma efektu patrzenia sąsiadom w okna. W okolicy szkoła dostawowa, elitarne liceum im. Lelewela i wiele innych. W okolicy dużo sklepów w tym bazarek przy ul. Klaudyny. Ponieważ jest to stare osiedle zbudowana jest tu już pełna infrastruktura. W okolicy możliwość spacerów do parku Kępa Potocka, lasku Bielańskiego lub nad wcale nie tak odległą Wisłę. Bardzo blisko do 3 znanych warszawskich uczelni (AWF, UKSW i Szkoła Główna Służby Pożarniczej). Przy ul. Gwiaździstej znajduje się pętla autobusowa. Pobliską ul. Podleśną możliwość dotarcia do linii tramwajowej 10 minut szybkiego spaceru. Blisko do wylotówki na Gdańsk oraz trasy S8.",Informacje Dodatkowe,"piwnica
winda
oddzielna kuchnia
pom. użytkowe",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-pok-bardzo-wysoki-standard-metro-ochrona-ID49I7u,"2 Pok, Bardzo Wysoki Standard, Metro, Ochrona","Warszawa, Wola, Siedmiogrodzka",2 800 zł,N/A,37 m²,2,N/A,apartamentowiec,6,7,N/A,drewniane,N/A,2015,N/A,N/A,N/A,"CZYNSZ ADMINISTRACYJNY W CENIE NAJMU!!
Dwupokojowe mieszkanie w ekskluzywnej inwestycji ""IN CITY z 2015r."" w bezpośrednim sąsiedztwie stacji metra RONDO DASZYŃSKIEGO. Ochrona, całodobowe recepcja, wideodomofon .
NOWOCZESNE, UMEBLOWANE- wysoki standard wykończenia.
Mieszkanie składa się z;
* pokoju dziennego połączonego z aneksem kuchennym",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/lux-standard-mieszkanie-dla-pracownikow-tarchomin-ID49MxF,Lux standard- mieszkanie dla pracowników Tarchomin,"Warszawa, Białołęka, Kępa Tarchomińska, Światowida",4 900 zł,N/A,90 m²,4,N/A,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"MIESZKANIE DLA 9 PRACOWNIKÓW NA TARCHOMINIE. 
LUX STANDARD. 

Przedmiotem najmu jest mieszkanie 4-pokojowe o pow. 90 m2 na Tarchominie. 
Apartament znajduje się na 4-tym piętrze na nowym osiedlu strzeżonym w centrum Tarchomina.

Do dyspozycji: 
- 4 sypialnie - każda około 10 m², 2 łóżka, biurko, szafa lub komoda
- 2 łazienki
- jadalnia z TV
- kuchnia z pełnym wyposażeniem, w tym zmywarką, kuchnią elektryczną, piekarnikiem, kuchenką mikrofalową, lodówką
- 3 duże tarasy - w sumie ponad 40 m²
- prywatna winda. 

Dla mieszkańców udostępniony jest szybki Internet światłowodowy oraz TV.
W mieszkaniu znajdują się 2 pralki. Wjazd do mieszkania prywatną windą lub wejście schodami.


Super lokalizacja:
- przystanki autobusowe oraz tramwajowe, 
- sklepy oraz centra handlowe, 
- szybki dojazd do centrum. 

Zapraszamy do obejrzenia. ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/grochow-mieszkanie-po-generalnym-remoncie-ID49MxE,Grochów - mieszkanie po generalnym remoncie,"Warszawa, Praga-Południe, Grochów, Szaserów",2 500 zł,N/A,"54,60 m²",2,N/A,N/A,parter,3,N/A,N/A,miejskie,N/A,do zamieszkania,N/A,N/A,"Przedmiotem najmu jest mieszkanie 2-pokojowe na Grochowie. Super lokalizacja. 
Po generalnym remoncie. Umeblowane ( mały pokój może zostać doposażony ).

W skład mieszkania wchodzi:
- sypialnia,
- salon z otwartą kuchnią,
- łazienka.

SALON i KUCHNIA: kanapa, dwa fotele, telewizor, kuchenka i piekarnik, stół i krzesła, lodówka
ŁAZIENKA: prysznic, pralka
SYPIALNIA: do wyposażenia
PRZEDPOKÓJ: bardzo pojemna szafa

Super lokalizacja:
- przystanek autobusowy, 
- przystanek PKP Olszynka Grochowska, 
- sklepy, 
- szpital, 
- punkty gastronomiczne. 

Cena: 2500 zł miesięcznie
Dodatkowo płatny czynsz ok 600 zł miesięcznie (w czynszu gaz, woda, śmieci)
Prąd oddzielnie płatny
Kaucja: 2500 zł",Media,"telewizja kablowa
internet",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-mokotow-ID49Mxa,Mieszkanie - Warszawa Mokotów,"Warszawa, Mokotów, Jana III Sobieskiego",3 200 zł,N/A,68 m²,3,N/A,apartamentowiec,2,7,inne,N/A,miejskie,2020,do zamieszkania,N/A,N/A,"Pachnące nowością przestronne mieszkanie przy AL, Jana III Sobieskiego
 osiedle Mangalia
Nowoczesne, chronione osiedle zostało ukończone w 2020 roku. Mieszkanie znajduje się na II piętrze w 7 piętrowym apartamentowcu.
Okna mieszkania wychodzą na 2 strony budynku, z widokiem na zieleń oraz place zabaw dla dzieci.
Mieszkanie o pow. 68 m składa się z:
 Salonu z wyjściem na taras 10m, dwóch sypialni, łazienki wyposażonej w wannę, umywalkę,pralkę
oddzielnego wc , w pełni wyposażonej  kuchni 
oraz przedpokoju z wbudowaną szafa.
Mieszkanie zostanie umeblowane pod potrzeby najemcy.

Wygodny dojazd do Centrum i innych dzielnic.
Lokal znajduje się obok przystanków autobusowych, niedaleko the British School, Lycee Francaise oraz centrum handlowego Sadyba Best Mall.
Nieopodal znajdują się liczne sklepy i punkty usługowe.

Możliwość wynajmu miejsca postojowego za dodatkową opłatą.
Do ceny najmu należy doliczyć opłaty za media (woda, energia elektryczna) 

Preferowana Umowa najmu okazjonalnego.
Kaucja w wysokości miesięcznego czynszu",Wyposażenie,"zmywarka
lodówka
piekarnik
kuchenka
pralka",Zabezpieczenia,"drzwi / okna antywłamaniowe
teren zamknięty
domofon / wideofon
monitoring / ochrona",Informacje Dodatkowe,"garaż/miejsce parkingowe
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/trzy-pokojowe-mieszkanie-do-wynajecia-70mkw-ID49MwO,Trzy-pokojowe mieszkanie do wynajęcia! (70mkw),"Warszawa, Mokotów, Dolny Mokotów",2 400 zł,N/A,70 m²,3,N/A,N/A,1,4,N/A,N/A,N/A,N/A,do zamieszkania,N/A,N/A,"Mieszkanie trzy-pokojowe na Dolnym Mokotowie do wynajęcia.

-> Co oferujemy:

- Lokal  na pierwszym piętrze, mieszkanie odświeżone i umeblowane.
- z oknami wychodzącymi na dwie strony północ-południe z oddzielną widną kuchnią (13m2),
- trzy pokoje o wymiarach: 12m2, 15m2 oraz 20m2,
- łazienka oraz WC osobne,
- duży hol z zabudowaną szafą,
- balkon loggia (6m2),

- dodatkowo piwnica (ok.7m2),
- do użytku najmującego również jedno miejsce postojowe na osiedlu strzeżonym za szlabanem.


Żabka, poczta, salon fryzjerski, sklep z zabawkami ""Psotna Panda"", Bazarek ""Nehru"", Piekarnia ""Otrębus"", sklep hydrauliczny ""Hydrostel.PPHU"", Biblioteka publiczna, siłownia zewnętrzna, apteka całodobowa, przedszkole oraz szkoła podstawowa.
Do galerii handlowej """" dojedziemy w ok. 9 min. samochodem i ok. 18 min. autobusem.




Czynsz: 2400zł + ok.400zł (na 3 osoby) media.




Zainteresowany/na?",Wyposażenie,"lodówka
piekarnik
telewizor
pralka",Informacje Dodatkowe,"piwnica
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/nowa-przytulna-kawalerka-ID49Muu,"Nowa, przytulna kawalerka","Warszawa, Ursynów, Złoty Potok",1 950 zł,N/A,35 m²,1,N/A,blok,1,5,cegła,N/A,miejskie,2020,N/A,N/A,N/A,"**bez prowizji czy dodatkowych opłat**
Kawalerka o wysokim standardzie na nowoczesnym osiedlu Harmony Park na Ursynowie
Zarówno mieszkanie jak i osiedle pachną świeżością, wszystkie elementy są nowe
- Mieszkanie bardzo jasne (duże okna z ekspozycją zachodnią), z salonu wyjście na dużą loggię, idealną do spędzania czasu w letnim sezonie
- W pokoju całościenna bardzo pojemna szafa, stół jadalny z krzesłami, rozkładana sofa
- Osobna kuchnia wyposażona w nowe agd (min. zmywarka, duża zamrażarko-lodówka, płyta indukcyjna, piekarnik z termoobiegiem)
- Przestronna łazienka z wanną, pralką",Wyposażenie,"lodówka
meble
telewizor
pralka",Zabezpieczenia,domofon / wideofon,Informacje Dodatkowe,"winda
oddzielna kuchnia",N/A,N/A,N/A
