source_,title,address,price,price_per_square_meter,area,rooms,market,buildyng_type,_1st_floor,floors,building_materials,windows,heating,year_of_build,trim_condition,rent,property_type,description,first_desc_title,first_desc,second_desc_title,second_desc,third_desc_title,third_desc,fourth_desc_title,fourth_desc,phone_number
https://www.otodom.pl/pl/oferta/mokotow-domaniewska-metro-wilanowska-2-pokoje-ID49oxD,Mokotów Domaniewska / Metro Wilanowska 2 pokoje,"Warszawa, Mokotów, Domaniewska",2 250 zł,N/A,45 m²,2,N/A,blok,4,10,N/A,N/A,miejskie,1975,do zamieszkania,N/A,N/A,"MOKOTÓW UL.  DOMANIEWSKA / METRO WILANOWSKA.

2 POKOJE 45 m2 + 2 MIEJSCA PARKINGOWE.

Do wynajęcia rozkładowe mieszkanie 2-pokojowe o pow. 45 m2 położone na 4 piętrze w 10-piętrowym budynku z lat 70-tych.

Pokoje niezależne, zamykane, oddzielna widna kuchnia.

Układ pomieszczeń:

- salon o pow. 16 m2
- sypialnia o pow. 9 m2,
- oddzielna widna kuchnia pow. 6 m2
- łazienka z wanną
- osobne wc
- duża loggia
- piwnica

Mieszkanie w pełni umeblowane, 2 rozkładane łóżka, stół, krzesła, 2 szafy, stoliki, szafki.

W kuchnia kuchenka, lodówka, w łazience pralka.

Mieszkanie ciche z widokiem na zieleń.

Miejsca parkingowe na zamkniętym parkingu w pobliżu budynku.

Czynsz + opłaty licznikowe, kaucja 1-mc.

Mokotów, ul. Domaniewska, w pobliżu ulice Puławska, Aleje Niepodległości, Modzelewskiego, Al. Wilanowska.

5 minut pieszo do kompleksu biurowego „Mordor”, 5 minut do stacji metra Wilanowska.

Kontakt tel.",Zabezpieczenia,"drzwi / okna antywłamaniowe
domofon / wideofon
monitoring / ochrona",Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"piwnica
garaż/miejsce parkingowe
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/kawalerka-do-wynajecia-zoliborz-sady-zoliborskie-ID49oxC,Kawalerka do wynajęcia Żoliborz - Sady Żoliborskie,"Warszawa, Żoliborz, Elbląska",1 500 zł,N/A,"23,80 m²",1,N/A,blok,9,10,wielka płyta,N/A,miejskie,1970,do zamieszkania,N/A,N/A,"ŻOLIBORZ / SADY ŻOLIBORSKIE / ELBLĄSKA / BRONIEWSKIEGO - KAWALERKA DO WYNAJĘCIA 24 m2.

Do wynajęcia widna kawalerka o pow. 23,80 m2 położona Żoliborzu na Sadach Żoliborskich na 9 piętrze w 10-piętrowym budynku usytuowanym przy ul. Elbląskiej nieopodal skrzyżowania z ulicą Broniewskiego.

Pokój z balkonem, kuchnia w przedpokoju, łazienka z wc.

Z okien rozpościera niepowtarzalny widok na wschodnią część Warszawy.

Mieszkanie w pełni umeblowane i wyposażone: rozkładane łóżko, szafa z lustrem, stolik, komoda, regał na książki. W kuchni szafki kuchenne, lodówka, kuchenka elektryczna, piekarnik elektryczny.
W przedpokoju szafka na buty.

Łazienka wyposażona w wannę i pralkę.

Bezpłatny parking przy budynku.

Liczne sklepy i punkty usługowe min. Galeria Żoliborz.

Miejsce doskonałe pod względem komunikacyjnym. W pobliżu autobusy linii 114, 303, 186, 414 i tramwaje: 22, 28, 33, 35. 10 minut busem do stacji Metro Plac Wilsona. W niedalekiej odległości wjazd na trasę S8.

Umowa najmu okazjonalnego.

Czynsz najmu plus media (woda, prąd, gaz, śmieci). 

Kaucja 1 m-c.

Żoliborz, Sady Żoliborskie, ulica Elbląska, w pobliżu ulice Broniewskiego, Armii Krajowej, Krasińskiego, Przasnyska.

Polecam i zapraszam do obejrzenia.

Kontakt tel.",Zabezpieczenia,domofon / wideofon,Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-pokoje-dostepne-od-zaraz-balkon-garaz-wilano-ID49g2k,"2 Pokoje dostępne od zaraz!, Balkon, Garaż, Wilanó","Warszawa, Wilanów, Aleja Rzeczypospolitej",1 800 zł,N/A,38 m²,2,N/A,N/A,1,5,N/A,N/A,N/A,N/A,N/A,500 zł,N/A,"ul. Rzeczpospolita 27a

ROZKŁAD:
- Salon z aneksem kuchennym
- Sypialnia
- Przedpokój
- Łazienka
- Balkon


Dod. Informacje
- 1 Piętro,
- Drzwi antywłamaniowe
- Pralka

Czynsz 1800 PLN + czynsz 500 zł i prąd według zużycia
Kaucja: 2500

Ogłoszenie Biura nieruchomości

Zapraszam na prezentacje Michał 605 969 038",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe",N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/komfort-i-widok-panoramy-starego-miasta-ID49o9J,Komfort i widok panoramy Starego Miasta,"Warszawa, Praga-Północ, ks. Ignacego Kłopotowskiego",2 400 zł,N/A,38 m²,2,N/A,blok,9,12,żelbet,plastikowe,miejskie,1968,do zamieszkania,N/A,N/A,"Wyjątkowe mieszkanie , urządzone w stylu glamour z dopracowanym każdym szczegółem . Mimo małego metrażu zaaranżowano bardzo funkcjonalną przestrzeń mieszkalną podzieloną na część dzienną - pokój z aneksem kuchennym z wyjściem na loggie oraz sypialnie.
Lokal posiada bardzo bogate wyposażenie - pokój dzienny - kanapa , stół z nowoczesnymi krzesłami , lampa , stolik kawowy ,
telewizor , szafki ,
aneks kuchenny- meble w zabudowie , zmywarka , płyta indukcyjna , pełne wyposażenie
sprzęty gospodarstwa domowego serwisy obiadowe i do kawy , szkło
garnki , sztućce ,
sypialnia - wygodne łoże , szafa , sprzęt muzyczny , stolik nocny , telewizor ,
stylowa łazienka z umywalką , kabiną prysznicową z pralką
Idealna komunikacja miejska w przeciągu kilku minut dojdziemy do stacji metro Wileńska lub dwa przystanki tramwajowe i dojedziemy do Placu Bankowego głównego węzła komunikacyjnego Warszawy z licznymi liniami autobusowymi i tramwajowymi oraz Stacją Metro Ratusz .
Lokal wyposażony jest w klimatyzacje.
Dodatkową przestrzenią jest dość obszerna loggia .
W cenie najmu telewizja kablowa oraz internet dodatkowe opłaty ponadnormatywne zużycie wody oraz energia elektryczna
Dla zainteresowanych klientów przesyłam więcej zdjęć
Oferta godna polecenia .",Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/penthouse-z-tarasem-na-mokotowie-ID49o8m,Penthouse z tarasem na Mokotowie,"Warszawa, Mokotów, Dolny Mokotów",12 000 zł,N/A,175 m²,5,N/A,N/A,4,4,cegła,drewniane,gazowe,N/A,do zamieszkania,N/A,N/A,"SCROLL DOWN FOR ENGLISH VERSION)
Przestronny, bardzo funkcjonalny apartament położony na terenie prestiżowego osiedla na skraju zieleni, tuż przy Miasteczku Wilanów. Ostatnie piętro. Świetna lokalizacja pod względem komunikacyjnym i dostępności sklepów, usług, szkół międzynarodowych, terenów rekreacyjnych oraz obiektów sportowych. Idealny dla rodziny.
  -salon : duży, reprezentacyjny pokój posiada kominek, klimatyzację i wyjście na duży taras z ładnym widokiem,
- kuchnia jest również klimatyzowana, w pełni wyposażona i stanowi oddzielne pomieszczenie.",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"klimatyzacja
balkon
taras",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/2-pokoje-wola-33-m2-nowe-budownictwo-ID49nZw,2 pokoje Wola 33 m2 nowe budownictwo,"Warszawa, Wola, Zawiszy 14",2 400 zł,N/A,33 m²,2,N/A,apartamentowiec,4,6,cegła,plastikowe,miejskie,2008,do zamieszkania,N/A,N/A,"Warsaw Estates ma do zaoferowania Państwu dwupokojowe mieszkanie przy ulicy Zawiszy 14. Osiedle jest ogrodzone, z ochroną i monitoringiem. Od strony ulicy znajdują się lokale usługowe i sklepy. Pokój dzienny jest połączony z kuchnią. Szafki kuchenne w zabudowie, kuchnia elektryczna z piekarnikiem, okap, mikrofalówka, wyposażenie kuchni oraz lodówka. W pokoju dziennym jest sofa rozkładana, stół i krzesła, biurko, fotel, regały na książki. W sypialni jest łóżko dwuosobowe, szafa wnękowa trzydrzwiowa firmy Komandor. W przedpokoju jest szafa wnękowa. Łazienka jest duża, wanna z prysznicem, pralka, podświetlane lustro, szafki łazienkowe.  Wyjście na balkon z pokoju dziennego. Mieszkanie jest słoneczne, jednostronne, od południa. Podana cena obejmuje opłaty zaliczkowe na poczet zużycia wody i centralnego ogrzewania. Opłaty na rzecz wspólnoty płaci właściciel. Do mieszkania przynależy miejsce postojowe w podziemnym garażu w cenie. Umowa najmu okazjonalnego będzie podpisana na czas oznaczony tj. 1 roku czasu. Świetna lokalizacja, blisko tramwaje, autobusy i nowo otwarta stacja metra Młynów. Mieszkanie wolne od 01.04.2021. Kontakt tel. 500-049-000 Aleksander Dutkiewicz",Wyposażenie,"lodówka
meble
piekarnik
kuchenka
pralka",Zabezpieczenia,"drzwi / okna antywłamaniowe
teren zamknięty
domofon / wideofon
monitoring / ochrona",Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A
https://www.otodom.pl/pl/oferta/gotowe-do-wprowadzenia-mieszkanie-na-woli-ID47yPy,Gotowe do wprowadzenia mieszkanie na Woli,"Warszawa, Wola, Wolska",1 200 zł,N/A,24 m²,1,N/A,apartamentowiec,7,8,inne,N/A,miejskie,2019,do zamieszkania,N/A,N/A,"Funkcjonalny mikroapartament, kompletnie urządzony, 24m2
Główne atuty nieruchomości:
• doskonała komunikacja z centrum
• bliskość komunikacji miejskiej
• w pełni wykończony lokal
Nieruchomość złożona z:
• pokój z aneksem kuchennym 20 m.kw
• łazienka 4 m.kw",Informacje Dodatkowe,winda,N/A,N/A,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/super-cena-centrum-internet-tv-gratis-na-juz-ID48A43,"Super cena_Centrum, Internet TV Gratis !!! Na już","Warszawa, Wola, ul. Marcina Kasprzaka",1 590 zł,N/A,25 m²,1,N/A,blok,5,11,cegła,N/A,N/A,2019,N/A,400 zł,N/A,"Opis
Bezpośrednio bez agencji !!!
Dostepne na już. zadzwoń i oglądaj dziś !!!
Wynajmę przytulną kawalerkę urządzoną w wysokim standardzie z klimatyzacją zlokalizowaną w nowoczesnym apartamentowcu. Wykończona z najlepszych materiałów o wysokiej jakości. Jedyne 2 km do Centrum oraz 800 m2 do metra „płocka”. Pod blokiem aż 16 linii autobusowych oraz 4 linii tramwajowych. Piękny widok na centrum stolicy z dużego balkonu. 
 ",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Zabezpieczenia,"system alarmowy
drzwi / okna antywłamaniowe
teren zamknięty
domofon / wideofon
monitoring / ochrona",Media,"telewizja kablowa
internet
telefon",Informacje Dodatkowe,"klimatyzacja
balkon
garaż/miejsce parkingowe
winda
oddzielna kuchnia",N/A
https://www.otodom.pl/pl/oferta/mieszkanie-47-m-warszawa-ID49nEu,"Mieszkanie, 47 m², Warszawa","Warszawa, Praga-Południe, Grochów",2 300 zł,N/A,47 m²,2,N/A,blok,7,10,N/A,plastikowe,N/A,1980,do zamieszkania,N/A,N/A,"Do wynajęcia ładne 2 pokojowe mieszkanie o pow. 47m2na Grochowie. W pobliżu przystanki komunikacji miejskiej( 10 min do Centrum), Centrum Handlowe Promenada. 7 piętro w budynku 10 piętrowym. Mieszkanie po remoncie, stan bardzo dobry., kompletnie wyposażone( pralka, lodówka, meble). Wolne od zaraz. Cena do negocjacji. Kontakt: 509 466 274.",Wyposażenie,meble,Informacje Dodatkowe,"winda
oddzielna kuchnia",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/czynsz-w-cenie-nieuzywane-przy-wola-parku-ID49nDa,"Czynsz w cenie, nieużywane przy Wola Parku","Warszawa, Wola, Ulrychów, Tadeusza Krępowieckiego",2 300 zł,N/A,52 m²,2,N/A,blok,3,6,pustak,N/A,miejskie,2004,do zamieszkania,N/A,N/A,"Przedstawiam bardzo przestronne, dwupokojowe mieszkanie na warszawskiej Woli, w pobliżu stacji metra Księcia Janusza.

Mieszkanie jest rozkładowe - z przedpokoju wchodzi się do wszystkich pozostałych pomieszczeń, nie ma więc pokojów przechodnich, co zapewnia prywatność i wygodę.

Powierzchnia lokalu to 52 metry kwadratowe i składają się na nią:
- duży salon salon z wyjściem na zamknięta loggię
- praktyczny przedpokój z pakowną szafą
- osobna, jasna kuchnia
- sypialnia
- łazienka wyposażona w wannę

Mieszkanie nigdy nie zostało zamieszkane, dzięki temu sprzęty nie są ani trochę zużyte, a parkiety lśnią jak nowe. Unikalną cechą tego miejsca jest witający nas zapach naturalnego drewna, który zawdzięczamy licznym drewnianym elementom.

Najważniejsze sprzęty AGD są na miejscu: elektryczny piekarnik, płyta indukcyjna z okapem, lodówka i pralka, a także telewizor. Komplet mebli także są na wyposażeniu. Nie trzeba inwestować we własne.

Położenie na Woli zapewnia łatwy dostęp do wielu udogodnień - po drugiej stronie ulicy jest centrum handlowe Wola Park, obok budynku market Carrefour, na parterze sklep Żabka, fryzjer, apteka, kawiarnia, a w okolicy też wiele innych punktów handlowych i usługowych.

W kilka minut można dojść do stacji metra Księcia Janusza, a przystanek autobusowy Góralska jest pod samym blokiem.

Budynek powstał w 2004 roku, więc nie należy do starych blokowisk, dominujących w okolicy. Jest wyposażony w windę, a mieszkanie znajduje się na trzecim piętrze. Okna są skierowane na wschód, więc rano mieszkańców budzi słońce.

Czynsz najmu to 2300 złotych i zawiera opłaty administracyjne. Do ceny należy doliczyć już tylko zużyte media.
Kaucja wynosi 2300 złotych.",Wyposażenie,"lodówka
piekarnik
kuchenka
telewizor
pralka",Zabezpieczenia,"drzwi / okna antywłamaniowe
domofon / wideofon",Informacje Dodatkowe,winda,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2pok-w-inwestycji-mangalia-mokotow-ID49nBu,Nowe mieszkanie 2pok w inwestycji Mangalia Mokotów,"Warszawa, Mokotów, ul. Jana III Sobieskiego",2 100 zł,N/A,"35,68 m²",2,N/A,apartamentowiec,3,7,inne,drewniane,miejskie,2020,do zamieszkania,N/A,N/A,"Z przyjemnością prezentujemy Państwu świeżo oddane do użytkowania mieszkanie 2-pokojowe o powierzchni 35,7m2, usytuowane na 3 piętrze, z dużą loggią (ok 7 m2) usytuowaną od strony dużego patio.
W mieszkaniu znajduje się w pełni wyposażona łazienka oraz kuchnia - wykończone w wysokim standardzie i wyposażone w nowoczesny sprzęt AGD - pralka, lodówka, kuchnia indukcyjna, piekarnik. W łazience znajduje się przestronna kabina prysznicowa z deszczownicą.
Mieszkanie nie jest umeblowane, MOŻLIWOŚĆ UMEBLOWANIA MIESZKANIA NA KOSZT WŁAŚCICIELA! (łóżko małżeńskie, szafy, stół z krzesłami itp).
Szafy w sypialni i salonie będą montowane w ciągu najbliższego miesiąca.
Obowiązuje kaucja jednomiesięczna.





PodstawowePowierzchnia : 35,68 m2
Rok : 2020
Czynsz : 2 100 PLN
Pokoi : 2

Podstawowe
Meble : Możliwe
Stan lokalu : Idealny
Piętro : 3

Pomieszczenia
Typ mieszkania : Apartament
Powierzchnia salonu : 16 m2
Typ kuchni : Aneks
Liczba łazienek : 1
Typ okien : Drewniane (nowy typ),

Powierzchnia dodatkowa
Liczba balkonów : 1
Typ balkonów : Loggia,
Komórka : Nie
Ogród : Nie

Media i wyposażenie
Ogrzewanie : CO miejskie,
Ciepła woda : Wodociąg miejski,
Gaz : Nie

Miejsca parkingowe
Parking podziemny : 1

Budynek
Stan budynku : Idealny
Materiał : Mieszany
Pięter : 7
Winda : Tak

Czynsz zawiera:
Czynsz administracyjny : Tak
Woda : Nie
Ogrzewanie : Tak
Prąd : Nie
Gaz : Nie


Więcej podobnych ofert nieruchomości na
Link do oferty: mieszkania[.]maxon[.]pl/oferta/19072_MW_MAX_O
Prezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, MAXON Nieruchomości Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność",Wyposażenie,meble,Zabezpieczenia,"domofon / wideofon
monitoring / ochrona",Informacje Dodatkowe,"balkon
winda",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-na-bielanach-ID49nrz,Do wynajęcia 2 pokojowe mieszkanie na Bielanach,"Warszawa, Bielany, Jana Kasprowicza",2 450 zł,N/A,50 m²,2,N/A,N/A,3,7,N/A,N/A,miejskie,2012,do zamieszkania,N/A,N/A,"Do wynajęcia przytulne dwu pokojowe mieszkanie z oddzielną widną kuchnią na zielonych Bielanach.
OPIS MIESZKANIA
Mieszkanie składa się z salonu z wyjściem na balkon wyposażonego w rozkładaną kanapę, szafę, komodę, stolik oraz szafkę rtv.
Mniejszej sypialni z rozkładaną kanapą, szafą oraz komodą. W pełni wyposażoną widną Kuchnią na wprost korytarza zawierającą piekarnik, lodówkę, zamrażalkę oraz płytę ceramiczną.
Przestronnej łazienki z prysznicem z deszczownicą, pralką, pojemną zamykaną szafka wnękową.
Do lokalu przynależy miejsce parkingowe w garażu podziemnym.
LOKALIZACJA/TRANSPORT
Mieszkanie znajduje się na nowym, zamkniętym osiedlu Nowe Bielany, w bezpośrednim sąsiedztwie stacji metra Młociny. Zaraz obok znajduje się pętla tramwajowa i autobusowa.",Zabezpieczenia,monitoring / ochrona,Informacje Dodatkowe,"garaż/miejsce parkingowe
winda
oddzielna kuchnia",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/umeblowane-3-pokojowe-przy-metro-pole-mokotowskie-ID49nrn,Umeblowane 3-pokojowe przy Metro Pole Mokotowskie,"Warszawa, Mokotów, Aleja Niepodległości",2 990 zł,N/A,60 m²,3,N/A,blok,4,5,cegła,N/A,N/A,1953,do zamieszkania,N/A,N/A,"Do wynajęcia mieszkanie 3 pokojowe ok. 60 m2., bez balkonu i piwnicy

Mieszkanie umeblowane.

Lokalizacja: Mokotów, Al. Niepodległości, 3min. od stacji metra POLE MOKOTOWSKIE. Tuż obok uczelnie: SGH, SGGW, Politechnika Warszawska

Mieszkanie znajduje się na 4 piętrze w 5 piętrowej kamienicy.

Kamienica jest wyremontowana i docieplona. Możliwy dostęp do strychu ok.200 m2.

Mieszkanie jest jasne, czyste i słoneczne. Czyste, wyremontowane klatki. Nowe okna PCV wychodzą na wschód i zachód.

Własny parking. Brama na pilota.

Czynsz najmu: 2990 zł. +opłaty za wodę, gaz, prąd i śmieci

For rent a 3-room flat, approx. 60 m2, without balcony and basement. Flat is furnished. Location: Mokotów, Al. Independence, 3min. from the POLE MOKOTOWSKIE metro station. Right next to the universities: SGH, SGGW, Warsaw University of Technology. The flat is located on the 4th floor in a 5-story tenement house. The tenement house has been renovated and insulated. Possible access to the attic about 200 m2. The apartment is bright, clean and sunny. Clean, renovated cages. New PVC windows face east and west. Own parking. Gate on the remote control. Rent: 2850 PLN. + charges for water, gas, electricity etc.",Wyposażenie,"lodówka
piekarnik
kuchenka
telewizor
pralka",Zabezpieczenia,teren zamknięty,Informacje Dodatkowe,piwnica,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mercedes-wsrod-nieruchomosci-ID49nqo,Mercedes wśród nieruchomości,"Warszawa, Wola, Czyste, Kolejowa",2 400 zł,N/A,43 m²,2,N/A,N/A,4,6,N/A,plastikowe,miejskie,2020,do zamieszkania,350 zł,N/A,"STYLOWE MIESZKANIE NA ULICY KOLEJOWEJ NA 19 DZIELNICY.
Idealna oferta dla osoby lub pary poszukującej wygody, standardu oraz szybkiego połączenia do Centrum!!!
LOKALIZACJA:
Mieszkanie mieści się przy ulicy Kolejowej w doskonałej lokalizacji na 19 DZIELNICY. Infrastruktura handlowo-usługowa rozwinięta perfekcyjnie (punkty gastronomiczne, kawiarnie, punkty usługowe). Najbliższy przystanek autobusowy i tramwajowy znajduje się 5 minut pieszo od nieruchomości. Znakomity dojazd do dowolnej części miasta. Podróż pod Pałac Kultury zajmuje jedynie 10 minut, 15 minut pieszo do stacji metro Rondo Daszyńskiego, niecałe 10 minut pieszo do Pl. Zawiszy. Komunikacja: metro, PKP, tramwaje, autobusy, SKM.",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda
pom. użytkowe",N/A
https://www.otodom.pl/pl/oferta/mieszkania-blisko-centrum-w-wysokim-standardzie-ID49nmB,Mieszkania blisko Centrum w wysokim standardzie,"Warszawa, mazowieckie",1 610 zł,N/A,21 m²,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dzień dobry, mam do wynajęcia ostatnie apartamenty na okres 12 miesięcy w promocyjnej cenie. Opłata uwzględniająca wszystkie koszty to 2000 zł/miesiąc. Świetna lokalizacja zaledwie 3,5 kilometra od Pałacu Kultury. Zapraszam do oglądania. W tym celu należy się umówić pod podanym kontaktem 502497502",Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Media,"telewizja kablowa
internet",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/tanio-wynajme-apartament-minimum-na-rok-ID49nkN,Tanio wynajmę apartament minimum na rok,"Warszawa, Wola, kasprzaka 31",1 610 zł,N/A,21 m²,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jak w ogłoszeniu tanio wynajmę apartament przy umowie na rok. Apartament w pełni wyposażony. Zapraszam do kontaktu w celu umówienia się na oglądanie. ,Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Informacje Dodatkowe,taras,N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/wynajem-2-pokoje-37-m2blisko-centrum-ID49nk4,Wynajem 2 pokoje 37 m2blisko Centrum,"Warszawa, Wola, kasprzaka 31",2 900 zł,N/A,40 m²,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Możliwość wynajęcie apartamentu dwupokojowego w bardzo wysokim standardzie. Możliwość zakwaterowania kilku osób przy tej samej cenie. Wynajem na rok czasu przy wszystkich opłatach 3200 zł. ,Wyposażenie,"zmywarka
lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Informacje Dodatkowe,"balkon
taras",N/A,N/A,N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/wynajem-apartamentu-blisko-centrum-ID49njx,Wynajem apartamentu blisko centrum,"Warszawa, Wola, Kasprzaka 31",1 610 zł,N/A,21 m²,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dzień dobry, mam do zaoferowania na wynajem w pełni wyposażone apartamenty. Umowy na 12 miesięcy. Całkowity koszt wynajęcia lokalu z czynszem i mediami 2000 zł. Lokal w pełni wyposażony. ",Wyposażenie,"zmywarka
lodówka
meble
kuchenka
telewizor
pralka",Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
winda
taras",N/A,N/A,N/A
https://www.otodom.pl/pl/oferta/mieszkanie-na-wysokosciach-2-pokoje-bialoleka-ID49nfE,"Mieszkanie na wysokościach - 2 pokoje, Białołęka","Warszawa, Białołęka, Nowodwory, Topolowa",1 400 zł,N/A,"31,80 m²",2,N/A,apartamentowiec,> 10,11,N/A,N/A,miejskie,N/A,do zamieszkania,500 zł,N/A,"Panorama Warszawy, niesamowity widok z 11 piętra apartamentowca na okolicę, kameralne mieszkanie i wygoda, której od takiego miejsca oczekujesz. Oto Białołęka i ulica Topolowa, czeka może właśnie na Ciebie!
LOKALIZACJA
Mieszkanie znajduje się na 11 piętrze budynku, przy ulicy Topolowej, na warszawskiej Białołęce. Bliskość ulicy Hanki Ordonówny to przede wszystkim łatwy dostęp do punktów użyteczności publicznej. Galerie handlowe, lokalne restauracje, apteka, czy poczta, są w zasięgu ręki.
Przy budynku znajduje się przystanek autobusowy Ćwiklińskiej 01 i 02, z którego łatwo dostaniesz się w inne części Warszawy. W najbliższym sąsiedztwie znajduje się także, tak wygodny w tych czasach Paczkomat. Bliskość terenów zielonych oraz Wisły, będzie atutem dla tych, którzy lubią spacery, biegi lub rower. Dla tych ostatnich, ogromnym plusem będzie wielość miejsc do przechowywania tych jednośladów.",Wyposażenie,meble,Zabezpieczenia,monitoring / ochrona,Media,"telewizja kablowa
internet",Informacje Dodatkowe,"balkon
garaż/miejsce parkingowe
winda",N/A
https://www.otodom.pl/pl/oferta/wola-al-solidarnosci-27-m2-studio-ID49nbe,"Wola, Al. Solidarności 27 m2 STUDIO","Warszawa, Wola, al. Aleja",2 000 zł,N/A,27 m²,1,N/A,blok,> 10,13,wielka płyta,plastikowe,miejskie,1980,do zamieszkania,N/A,N/A,"Odnowione, jednopokojowe mieszkanie przy al. Solidarności (dojście od ul. Ogrodowej). Mieszkanie wyposażone, jasne i gotowe do wprowadzenie od zaraz. Na powierzchni 28 m2 znajduje się pokój połączony z kuchnią i łazienka.

Mieszkanie świeżo po remoncie, gotowe do wprowadzenia. W kuchni zabudowa meblowa, lodówka, piekarnik i płyta grzewcza. Łazienka z prysznicem i nową pralką. Widok na teren zielony między budynkami - cisza mimo bliskości głównych ulic.

Mieszkanie wolne od zaraz. Czynsz najmu: 2000 pln + media.
Wymagana jednomiesięczna kaucja.

Zapraszam na prezentację nieruchomości: Justyna Adamska tel. 791 272 035",Wyposażenie,"lodówka
meble
piekarnik
kuchenka
telewizor
pralka",Zabezpieczenia,"drzwi / okna antywłamaniowe
domofon / wideofon",Media,"telewizja kablowa
internet",Informacje Dodatkowe,winda,N/A
https://www.otodom.pl/pl/oferta/dwa-pokoje-grochow-33-m2-meble-agd-ID49mPJ,Dwa pokoje Grochów 33 m2 meble Agd,"Warszawa, Praga-Południe, Grochów, Zagójska",1 100 zł,N/A,"33,06 m²",2,N/A,blok,4,4,N/A,N/A,N/A,1965,N/A,N/A,N/A,"Czynsz: 1100 PLN + 446,38 PLN opłaty administracyjnej + opłaty licznikowe.
Do wynajęcia dwupokojowe mieszkanie (33m2), położone na ul Zagójskiej 14. Mieszkanie składa się z salonu z w pełni wyposażonym aneksem kuchennym. Sypialni z dwuosobowym łóżkiem, oraz dużą wolnostojącą szafą. Łazienki z pralką, prysznicem oraz przedpokoju.
Lokalizacja mieszkanie pozwala na bardzo dobrą komunikację z centrum miasta.
Park Skaryszewski - 2,8 km
Skwer/plac zabaw - 550 m
Tramwaje/autobusy - 600 m
Uniwersam Grochów/bazarek- 400 m",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
